run_id,scenario,tenant,priority,objective,duration_s,total,http_200,http_429,http_503,timeouts,errors,throughput_rps,ttft_p50_s,ttft_p95_s,ttft_p99_s,latency_p50_s,latency_p95_s,latency_p99_s
01-saturation_concurrency_8,saturation_concurrency_8,sweep-standard,0,gpt-oss-standard,20,168,168,0,0,0,0,8.4,0.04150961106643081,0.5475327929016203,0.5961651790421456,0.7962055680109188,1.2967432719888166,1.332956105004996
02-saturation_concurrency_16,saturation_concurrency_16,sweep-standard,0,gpt-oss-standard,20,357,357,0,0,0,0,17.85,0.042093674070201814,0.06877290597185493,0.1324755559908226,0.8780905220191926,0.9084968200186267,0.9500821620458737
03-saturation_concurrency_24,saturation_concurrency_24,sweep-standard,0,gpt-oss-standard,20,493,493,0,0,0,0,24.65,0.046662161010317504,0.0766270209569484,0.16906581004150212,0.9662358020432293,0.9909057830227539,1.075914865010418
04-saturation_concurrency_32,saturation_concurrency_32,sweep-standard,0,gpt-oss-standard,20,640,640,0,0,0,0,32.0,0.04391035600565374,0.12137965299189091,0.22744615899864584,1.0112225789343938,1.040030183037743,1.1956497819628567
05-saturation_concurrency_48,saturation_concurrency_48,sweep-standard,0,gpt-oss-standard,20,868,868,0,0,0,0,43.4,0.06818451697472483,0.19654610205907375,0.3329417969798669,1.1127893400844187,1.2118540400406346,1.3719476939877495
06-saturation_concurrency_64,saturation_concurrency_64,sweep-standard,0,gpt-oss-standard,20,1088,1075,0,0,0,0,54.4,0.07126738398801535,0.28873136395122856,0.5502057858975604,1.1899654349545017,1.3704771519405767,1.6782423889962956
07-saturation_concurrency_96,saturation_concurrency_96,sweep-standard,0,gpt-oss-standard,20,1395,1395,0,0,0,0,69.75,0.0924888759618625,0.3234177619451657,0.7086473940871656,1.3669144629966468,1.5403732369886711,1.977414162014611
08-saturation_concurrency_128,saturation_concurrency_128,sweep-standard,0,gpt-oss-standard,20,1681,1681,0,0,0,0,84.05,0.09666895703412592,0.5593500309623778,1.1377266979543492,1.501260488992557,1.9111912369262427,2.495145627995953
09-saturation_concurrency_160,saturation_concurrency_160,sweep-standard,0,gpt-oss-standard,20,1767,1759,0,0,0,0,88.35,0.3760842609917745,0.688598555047065,1.5777703610947356,1.8073824130697176,2.0925069140503183,3.01910457899794
