elapsed_s,inference_extension_flow_control_queue_bytes|batch-tenant-a,inference_extension_flow_control_queue_bytes|premium-tenant-a,inference_extension_flow_control_queue_bytes|premium-tenant-b,inference_extension_flow_control_queue_bytes|premium-tenant-c,inference_extension_flow_control_queue_bytes|standard-tenant-a,inference_extension_flow_control_queue_bytes|standard-tenant-b,inference_extension_flow_control_queue_size|batch-tenant-a,inference_extension_flow_control_queue_size|premium-tenant-a,inference_extension_flow_control_queue_size|premium-tenant-b,inference_extension_flow_control_queue_size|premium-tenant-c,inference_extension_flow_control_queue_size|standard-tenant-a,inference_extension_flow_control_queue_size|standard-tenant-b,run_id,scenario,vllm:num_requests_running,vllm:num_requests_waiting
124.535,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,34.0,0.0
125.568,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,33.0,0.0
126.605,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,32.0,0.0
127.641,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,31.0,0.0
128.675,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,25.0,0.0
129.716,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,22.0,0.0
130.768,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,20.0,0.0
131.802,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,22.0,0.0
132.839,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,21.0,0.0
133.875,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,21.0,0.0
134.911,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,20.0,0.0
135.954,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,19.0,0.0
136.989,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,22.0,0.0
138.028,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,24.0,0.0
139.072,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,27.0,0.0
140.109,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,37.0,0.0
141.154,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,34.0,0.0
142.2,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,37.0,0.0
143.236,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,37.0,0.0
144.27,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,37.0,0.0
145.306,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,30.0,0.0
146.342,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,29.0,0.0
147.378,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,31.0,0.0
148.411,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,30.0,0.0
149.456,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,31.0,0.0
150.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,37.0,0.0
151.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,51.0,0.0
152.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,66.0,0.0
153.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,80.0,0.0
154.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,94.0,0.0
155.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,105.0,0.0
156.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,125.0,0.0
157.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,112.0,0.0
158.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,10.0
159.937,44320.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,8.0
161.005,31024.0,26592.0,0.0,0.0,35456.0,0.0,7.0,6.0,0.0,0.0,8.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,126.0,13.0
162.069,53184.0,0.0,0.0,0.0,4432.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,15.0
163.128,0.0,4432.0,0.0,0.0,4432.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,18.0
164.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,126.0,39.0
165.232,75344.0,0.0,0.0,0.0,4432.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,26.0
166.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,120.0,0.0
167.331,150688.0,22160.0,0.0,0.0,17728.0,0.0,34.0,5.0,0.0,0.0,4.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,10.0
168.374,0.0,0.0,0.0,0.0,8864.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,40.0
169.445,150688.0,8864.0,0.0,0.0,8864.0,0.0,34.0,2.0,0.0,0.0,2.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,14.0
170.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,43.0
171.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,31.0
172.705,4432.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,24.0
173.83,115232.0,4432.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,43.0
174.892,75344.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,36.0
175.936,181712.0,0.0,0.0,0.0,17728.0,0.0,41.0,0.0,0.0,0.0,4.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,122.0,0.0
176.991,35456.0,44320.0,0.0,0.0,4432.0,0.0,8.0,10.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,29.0
178.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,127.0,0.0
179.091,39888.0,17728.0,0.0,0.0,53184.0,0.0,9.0,4.0,0.0,0.0,12.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,127.0,19.0
180.14,26592.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,125.0,29.0
181.186,26592.0,4432.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,29.0
182.228,106368.0,4432.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,21.0
183.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,28.0
184.363,106368.0,13296.0,0.0,0.0,0.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,5.0
185.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,7.0
186.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,126.0,0.0
187.524,106368.0,4432.0,0.0,0.0,4432.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,22.0
188.571,132960.0,26592.0,0.0,0.0,39888.0,0.0,30.0,6.0,0.0,0.0,9.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,125.0,0.0
189.645,195008.0,4432.0,0.0,0.0,13296.0,0.0,44.0,1.0,0.0,0.0,3.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,4.0
190.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,122.0,0.0
191.77,39888.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,63.0
192.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,11.0
193.91,106368.0,0.0,0.0,0.0,4432.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,35.0
194.97,168416.0,4432.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,24.0
196.016,66480.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,0.0
197.085,101936.0,13296.0,0.0,0.0,44320.0,0.0,23.0,3.0,0.0,0.0,10.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,117.0,0.0
198.135,53184.0,0.0,0.0,0.0,8864.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,31.0
199.181,0.0,0.0,0.0,0.0,4432.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,127.0,40.0
200.224,31024.0,8864.0,0.0,0.0,35456.0,0.0,7.0,2.0,0.0,0.0,8.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,8.0
201.268,70912.0,13296.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,14.0
202.319,66480.0,4432.0,0.0,0.0,17728.0,0.0,15.0,1.0,0.0,0.0,4.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,125.0,4.0
203.363,70912.0,8864.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,121.0,9.0
204.423,31024.0,0.0,0.0,0.0,4432.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,24.0
205.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,123.0,0.0
206.543,53184.0,22160.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,31.0
207.582,128528.0,13296.0,0.0,0.0,13296.0,0.0,29.0,3.0,0.0,0.0,3.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,126.0,14.0
208.636,208304.0,44320.0,0.0,0.0,4432.0,0.0,47.0,10.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,0.0
209.676,22160.0,0.0,0.0,0.0,4432.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,45.0
210.726,66480.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,50.0
211.771,106368.0,8864.0,0.0,0.0,4432.0,0.0,24.0,2.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,30.0
212.86,0.0,4432.0,0.0,0.0,4432.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,64.0
213.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,94.0,0.0
215.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,32.0
216.095,44320.0,0.0,0.0,0.0,13296.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,39.0
217.174,39888.0,22160.0,0.0,0.0,4432.0,0.0,9.0,5.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,19.0
218.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,3.0
219.289,4432.0,0.0,0.0,0.0,53184.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,21.0
220.333,53184.0,4432.0,0.0,0.0,13296.0,0.0,12.0,1.0,0.0,0.0,3.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,125.0,19.0
221.378,17728.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,97.0,0.0
222.445,106368.0,4432.0,0.0,0.0,4432.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,9.0
223.491,62048.0,8864.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,13.0
224.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,1.0
225.579,93072.0,4432.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,19.0
226.624,44320.0,22160.0,0.0,0.0,53184.0,0.0,10.0,5.0,0.0,0.0,12.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,126.0,10.0
227.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,112.0,0.0
228.718,0.0,0.0,0.0,0.0,8864.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,43.0
229.789,31024.0,4432.0,0.0,0.0,4432.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,55.0
230.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,124.0,22.0
231.923,110800.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,41.0
232.97,31024.0,0.0,0.0,0.0,17728.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,41.0
234.03,57616.0,53184.0,0.0,0.0,39888.0,0.0,13.0,12.0,0.0,0.0,9.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,24.0
235.077,137392.0,0.0,0.0,0.0,8864.0,0.0,31.0,0.0,0.0,0.0,2.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,124.0,34.0
236.122,124096.0,53184.0,0.0,0.0,0.0,0.0,28.0,12.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,13.0
237.172,39888.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,37.0
238.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,108.0,0.0
239.312,48752.0,4432.0,0.0,0.0,4432.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,22.0
240.371,88640.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,24.0
241.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,18.0
242.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,3.0
243.53,124096.0,13296.0,0.0,0.0,0.0,0.0,28.0,3.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,4.0
244.578,75344.0,13296.0,0.0,0.0,4432.0,0.0,17.0,3.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,10.0
245.622,0.0,0.0,0.0,0.0,8864.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,21.0
246.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,121.0,0.0
247.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,24.0
248.774,0.0,31024.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,47.0
249.831,53184.0,0.0,0.0,0.0,17728.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,48.0
250.888,115232.0,0.0,0.0,0.0,4432.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,32.0
251.931,203872.0,4432.0,0.0,0.0,22160.0,0.0,46.0,1.0,0.0,0.0,5.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,10.0
252.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,126.0,0.0
254.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,0.0
255.142,124096.0,4432.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,127.0,26.0
256.189,4432.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,43.0
257.238,66480.0,0.0,0.0,0.0,4432.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,126.0,30.0
258.305,106368.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,0.0
259.365,62048.0,13296.0,0.0,0.0,44320.0,0.0,14.0,3.0,0.0,0.0,10.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,124.0,18.0
260.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-pressure_test4_priority_inversion_batch_surge-r01,pressure_test4_priority_inversion_batch_surge,128.0,1.0
