elapsed_s,tenant,target_concurrency,actual_inflight
166.021,premium-tenant-c,4,4
166.024,standard-tenant-a,89,98
166.036,standard-tenant-b,83,78
167.032,premium-tenant-a,5,6
167.032,premium-tenant-b,5,6
167.032,premium-tenant-c,3,5
167.035,standard-tenant-a,83,83
167.046,standard-tenant-b,84,83
168.044,premium-tenant-a,5,6
168.044,premium-tenant-b,5,6
168.044,premium-tenant-c,3,3
168.046,standard-tenant-a,89,83
168.058,standard-tenant-b,81,88
169.058,premium-tenant-a,4,5
169.059,premium-tenant-b,5,5
169.059,premium-tenant-c,3,4
169.059,standard-tenant-a,88,80
169.071,standard-tenant-b,80,89
170.069,premium-tenant-a,5,6
170.069,premium-tenant-b,5,6
170.069,premium-tenant-c,3,4
170.069,standard-tenant-a,90,98
170.081,standard-tenant-b,83,90
171.087,premium-tenant-a,5,5
171.087,premium-tenant-b,4,5
171.087,premium-tenant-c,3,3
171.087,standard-tenant-a,87,94
171.092,standard-tenant-b,92,79
172.099,premium-tenant-a,4,5
172.099,premium-tenant-b,5,5
172.1,premium-tenant-c,3,3
172.1,standard-tenant-a,78,89
172.106,standard-tenant-b,95,97
173.113,premium-tenant-a,4,4
173.113,premium-tenant-b,4,5
173.113,premium-tenant-c,3,3
173.113,standard-tenant-a,82,87
173.119,standard-tenant-b,102,103
174.124,premium-tenant-a,4,5
174.124,premium-tenant-b,4,5
174.124,premium-tenant-c,3,4
174.124,standard-tenant-a,83,80
174.13,standard-tenant-b,86,86
175.135,premium-tenant-a,4,5
175.135,premium-tenant-b,4,4
175.135,premium-tenant-c,4,3
175.135,standard-tenant-a,77,82
175.141,standard-tenant-b,86,85
176.145,premium-tenant-a,3,4
176.145,premium-tenant-b,4,4
176.145,premium-tenant-c,4,4
176.145,standard-tenant-a,75,76
176.154,standard-tenant-b,84,85
177.158,premium-tenant-a,4,5
177.158,premium-tenant-b,3,4
177.158,premium-tenant-c,4,4
177.16,standard-tenant-a,72,73
177.165,standard-tenant-b,81,84
178.17,premium-tenant-a,4,5
178.17,premium-tenant-b,4,4
178.17,premium-tenant-c,5,5
178.17,standard-tenant-a,68,68
178.178,standard-tenant-b,74,81
179.182,premium-tenant-a,4,4
179.182,premium-tenant-b,3,4
179.182,premium-tenant-c,5,5
179.182,standard-tenant-a,69,73
179.192,standard-tenant-b,72,72
180.195,premium-tenant-a,4,5
180.195,premium-tenant-b,3,4
180.195,premium-tenant-c,5,5
180.195,standard-tenant-a,66,57
180.205,standard-tenant-b,75,68
181.209,premium-tenant-a,4,5
181.209,premium-tenant-b,3,4
181.21,premium-tenant-c,5,5
181.21,standard-tenant-a,61,62
181.217,standard-tenant-b,71,68
182.221,premium-tenant-a,4,6
182.221,premium-tenant-b,3,4
182.221,premium-tenant-c,6,6
182.221,standard-tenant-a,55,66
182.232,standard-tenant-b,62,71
183.235,premium-tenant-a,4,5
183.235,premium-tenant-b,3,3
183.235,premium-tenant-c,6,6
183.235,standard-tenant-a,58,59
183.245,standard-tenant-b,68,66
184.247,premium-tenant-a,5,5
184.247,premium-tenant-b,3,4
184.247,premium-tenant-c,6,7
184.247,standard-tenant-a,56,62
184.254,standard-tenant-b,66,63
185.261,premium-tenant-a,6,6
185.261,premium-tenant-b,3,4
185.261,premium-tenant-c,7,7
185.261,standard-tenant-a,56,58
185.264,standard-tenant-b,70,57
186.275,premium-tenant-a,6,6
186.275,premium-tenant-b,3,4
186.275,premium-tenant-c,6,7
186.275,standard-tenant-a,58,59
186.277,standard-tenant-b,57,51
187.288,premium-tenant-a,5,6
187.288,premium-tenant-b,3,4
187.288,premium-tenant-c,6,7
187.288,standard-tenant-a,49,58
187.291,standard-tenant-b,65,67
188.298,premium-tenant-a,6,7
188.298,premium-tenant-b,3,4
188.299,premium-tenant-c,7,8
188.3,standard-tenant-a,69,58
188.301,standard-tenant-b,57,58
189.31,premium-tenant-a,6,6
189.31,premium-tenant-b,3,4
189.31,premium-tenant-c,7,7
189.313,standard-tenant-a,61,66
189.313,standard-tenant-b,55,55
190.323,premium-tenant-a,8,7
190.323,premium-tenant-b,4,5
190.323,premium-tenant-c,7,7
190.325,standard-tenant-a,74,71
190.325,standard-tenant-b,54,62
191.337,premium-tenant-a,6,7
191.337,premium-tenant-b,4,4
191.337,premium-tenant-c,7,7
191.337,standard-tenant-a,82,75
191.34,standard-tenant-b,61,61
192.353,premium-tenant-a,7,6
192.353,premium-tenant-b,4,4
192.353,premium-tenant-c,7,4
192.353,standard-tenant-a,72,70
192.353,standard-tenant-b,64,65
193.368,premium-tenant-a,8,8
193.368,premium-tenant-b,4,5
193.368,premium-tenant-c,8,7
193.368,standard-tenant-a,82,80
193.368,standard-tenant-b,57,60
194.379,premium-tenant-a,8,9
194.379,premium-tenant-b,5,5
194.379,premium-tenant-c,7,7
194.379,standard-tenant-a,75,81
194.38,standard-tenant-b,66,69
195.39,premium-tenant-a,7,9
195.39,premium-tenant-b,5,5
195.39,premium-tenant-c,6,6
195.39,standard-tenant-a,84,85
195.394,standard-tenant-b,68,66
196.4,premium-tenant-a,8,9
196.4,premium-tenant-b,6,5
196.4,premium-tenant-c,6,7
196.405,standard-tenant-a,81,80
196.408,standard-tenant-b,71,71
197.412,premium-tenant-a,8,9
197.412,premium-tenant-b,5,6
197.412,premium-tenant-c,6,6
197.415,standard-tenant-a,88,89
197.433,standard-tenant-b,70,66
198.423,premium-tenant-a,9,9
198.423,premium-tenant-b,6,6
198.423,premium-tenant-c,5,6
198.426,standard-tenant-a,92,79
198.448,standard-tenant-b,74,81
199.435,premium-tenant-a,8,8
199.435,premium-tenant-b,6,6
199.435,premium-tenant-c,6,5
199.438,standard-tenant-a,91,81
199.458,standard-tenant-b,77,83
200.445,premium-tenant-a,8,9
200.445,premium-tenant-b,6,4
200.447,premium-tenant-c,5,4
200.447,standard-tenant-a,88,90
200.468,standard-tenant-b,79,81
201.456,premium-tenant-a,8,8
201.456,premium-tenant-b,6,6
201.458,premium-tenant-c,4,5
201.459,standard-tenant-a,83,81
201.479,standard-tenant-b,78,85
202.469,premium-tenant-a,7,9
202.469,premium-tenant-b,6,6
202.47,premium-tenant-c,5,4
202.47,standard-tenant-a,80,73
202.49,standard-tenant-b,91,83
203.483,premium-tenant-a,8,9
203.483,premium-tenant-b,7,7
203.483,premium-tenant-c,4,5
203.483,standard-tenant-a,87,87
203.506,standard-tenant-b,88,94
204.495,premium-tenant-a,8,8
204.495,premium-tenant-b,6,7
204.495,premium-tenant-c,4,5
204.495,standard-tenant-a,82,85
204.52,standard-tenant-b,86,84
205.507,premium-tenant-a,8,8
205.507,premium-tenant-b,7,8
205.507,premium-tenant-c,4,4
205.507,standard-tenant-a,74,80
205.532,standard-tenant-b,85,92
206.519,premium-tenant-a,7,9
206.519,premium-tenant-b,7,7
206.52,premium-tenant-c,3,4
206.52,standard-tenant-a,76,74
206.543,standard-tenant-b,86,93
207.531,premium-tenant-a,7,7
207.531,premium-tenant-b,7,8
207.531,premium-tenant-c,3,4
207.531,standard-tenant-a,76,69
207.554,standard-tenant-b,90,84
208.543,premium-tenant-a,7,7
208.543,premium-tenant-b,7,7
208.543,premium-tenant-c,3,4
208.543,standard-tenant-a,70,64
208.563,standard-tenant-b,86,82
209.555,premium-tenant-a,7,5
209.555,premium-tenant-b,7,6
209.555,premium-tenant-c,3,1
209.555,standard-tenant-a,57,64
209.578,standard-tenant-b,89,84
210.568,premium-tenant-a,6,7
210.568,premium-tenant-b,7,7
210.568,premium-tenant-c,3,4
210.568,standard-tenant-a,69,66
210.592,standard-tenant-b,77,86
211.585,premium-tenant-a,6,6
211.585,premium-tenant-b,7,7
211.585,premium-tenant-c,3,3
211.586,standard-tenant-a,59,61
211.606,standard-tenant-b,77,83
212.597,premium-tenant-a,5,7
212.597,premium-tenant-b,7,8
212.597,premium-tenant-c,3,4
212.597,standard-tenant-a,58,59
212.619,standard-tenant-b,79,79
213.609,premium-tenant-a,6,6
213.609,premium-tenant-b,7,5
213.609,premium-tenant-c,3,4
213.609,standard-tenant-a,59,54
213.632,standard-tenant-b,72,92
214.622,premium-tenant-a,5,6
214.622,premium-tenant-b,7,8
214.622,premium-tenant-c,3,3
214.622,standard-tenant-a,64,56
214.643,standard-tenant-b,67,75
215.632,premium-tenant-a,5,5
215.632,premium-tenant-b,6,7
215.632,premium-tenant-c,4,3
215.632,standard-tenant-a,59,60
215.657,standard-tenant-b,73,83
216.643,premium-tenant-a,5,6
216.643,premium-tenant-b,7,7
216.643,premium-tenant-c,4,4
216.645,standard-tenant-a,59,60
216.668,standard-tenant-b,68,68
217.657,premium-tenant-a,4,5
217.657,premium-tenant-b,7,6
217.657,premium-tenant-c,4,4
217.658,standard-tenant-a,64,55
217.682,standard-tenant-b,67,67
218.669,premium-tenant-a,4,5
218.669,premium-tenant-b,6,5
218.669,premium-tenant-c,4,5
218.669,standard-tenant-a,63,73
218.698,standard-tenant-b,67,64
219.683,premium-tenant-a,5,4
219.684,premium-tenant-b,5,6
219.684,premium-tenant-c,4,5
219.684,standard-tenant-a,67,67
219.712,standard-tenant-b,66,66
220.695,premium-tenant-a,4,5
220.695,premium-tenant-b,6,7
220.695,premium-tenant-c,5,6
220.695,standard-tenant-a,65,74
220.726,standard-tenant-b,57,56
221.707,premium-tenant-a,5,5
221.707,premium-tenant-b,5,6
221.707,premium-tenant-c,5,6
221.707,standard-tenant-a,70,77
221.737,standard-tenant-b,60,68
222.718,premium-tenant-a,4,5
222.718,premium-tenant-b,5,5
222.718,premium-tenant-c,5,5
222.718,standard-tenant-a,74,77
222.751,standard-tenant-b,56,48
223.729,premium-tenant-a,4,4
223.729,premium-tenant-b,5,6
223.729,premium-tenant-c,6,5
223.729,standard-tenant-a,81,82
223.765,standard-tenant-b,61,60
224.741,premium-tenant-a,4,4
224.741,premium-tenant-b,4,5
224.741,premium-tenant-c,6,6
224.741,standard-tenant-a,81,77
224.776,standard-tenant-b,66,60
225.752,premium-tenant-a,4,4
225.752,premium-tenant-b,4,1
225.752,premium-tenant-c,6,6
225.753,standard-tenant-a,10,38
225.788,standard-tenant-b,8,53
226.762,premium-tenant-a,5,3
226.762,premium-tenant-b,4,5
226.762,premium-tenant-c,6,7
226.762,standard-tenant-a,11,11
226.801,standard-tenant-b,7,8
227.775,premium-tenant-a,4,4
227.775,premium-tenant-b,4,5
227.775,premium-tenant-c,7,6
227.775,standard-tenant-a,11,11
227.81,standard-tenant-b,7,7
228.785,premium-tenant-a,4,5
228.785,premium-tenant-b,4,5
228.785,premium-tenant-c,7,7
228.785,standard-tenant-a,10,11
228.825,standard-tenant-b,6,7
229.797,premium-tenant-a,5,5
229.797,premium-tenant-b,3,3
229.797,premium-tenant-c,7,7
229.797,standard-tenant-a,11,8
229.834,standard-tenant-b,6,6
230.808,premium-tenant-a,5,5
230.808,premium-tenant-b,3,3
230.809,premium-tenant-c,7,7
230.809,standard-tenant-a,11,8
230.844,standard-tenant-b,5,6
231.822,premium-tenant-a,5,6
231.822,premium-tenant-b,3,4
231.822,premium-tenant-c,7,7
231.822,standard-tenant-a,10,12
231.855,standard-tenant-b,5,5
232.833,premium-tenant-a,5,7
232.833,premium-tenant-b,3,3
232.833,premium-tenant-c,7,6
232.833,standard-tenant-a,11,8
232.868,standard-tenant-b,5,5
233.844,premium-tenant-a,6,6
233.844,premium-tenant-b,3,3
233.844,premium-tenant-c,6,7
233.844,standard-tenant-a,10,10
233.879,standard-tenant-b,5,3
234.858,premium-tenant-a,6,6
234.858,premium-tenant-b,3,3
234.858,premium-tenant-c,7,7
234.858,standard-tenant-a,9,11
234.89,standard-tenant-b,5,3
235.871,premium-tenant-a,6,7
235.871,premium-tenant-b,4,4
235.871,premium-tenant-c,7,7
235.871,standard-tenant-a,8,9
235.904,standard-tenant-b,5,4
236.883,premium-tenant-a,6,2
236.883,premium-tenant-b,3,4
236.883,premium-tenant-c,7,7
236.883,standard-tenant-a,8,8
236.914,standard-tenant-b,6,6
237.894,premium-tenant-a,6,7
237.894,premium-tenant-b,3,4
237.894,premium-tenant-c,6,6
237.894,standard-tenant-a,7,8
237.924,standard-tenant-b,6,6
238.906,premium-tenant-a,7,8
238.906,premium-tenant-b,3,3
238.906,premium-tenant-c,6,6
238.906,standard-tenant-a,7,7
238.939,standard-tenant-b,6,7
239.918,premium-tenant-a,7,8
239.918,premium-tenant-b,3,3
239.918,premium-tenant-c,6,6
239.918,standard-tenant-a,6,8
239.95,standard-tenant-b,7,6
240.931,premium-tenant-a,7,7
240.931,premium-tenant-b,3,4
240.931,premium-tenant-c,5,6
240.931,standard-tenant-a,6,6
240.959,standard-tenant-b,8,7
241.944,premium-tenant-a,7,8
241.944,premium-tenant-b,4,3
241.944,premium-tenant-c,5,5
241.944,standard-tenant-a,5,6
241.97,standard-tenant-b,8,7
242.954,premium-tenant-a,7,8
242.954,premium-tenant-b,4,3
242.954,premium-tenant-c,5,5
242.954,standard-tenant-a,5,6
242.982,standard-tenant-b,8,8
243.964,premium-tenant-a,8,8
243.964,premium-tenant-b,4,3
243.964,premium-tenant-c,4,4
243.964,standard-tenant-a,5,5
243.997,standard-tenant-b,10,9
244.973,premium-tenant-a,7,8
244.973,premium-tenant-b,4,4
244.973,premium-tenant-c,4,4
244.973,standard-tenant-a,5,5
245.005,standard-tenant-b,9,9
245.985,premium-tenant-a,8,8
245.985,premium-tenant-b,4,4
245.986,premium-tenant-c,4,4
245.986,standard-tenant-a,5,7
246.017,standard-tenant-b,10,9
246.996,premium-tenant-a,8,7
246.996,premium-tenant-b,4,5
246.996,premium-tenant-c,4,4
246.996,standard-tenant-a,6,6
247.029,standard-tenant-b,10,9
248.009,premium-tenant-a,8,7
248.009,premium-tenant-b,5,5
248.009,premium-tenant-c,3,5
248.009,standard-tenant-a,6,5
248.04,standard-tenant-b,10,10
249.02,premium-tenant-a,8,8
249.02,premium-tenant-b,5,5
249.02,premium-tenant-c,4,3
249.02,standard-tenant-a,6,5
249.053,standard-tenant-b,10,10
250.032,premium-tenant-a,8,8
250.032,premium-tenant-b,5,4
250.032,premium-tenant-c,3,2
250.032,standard-tenant-a,7,5
250.065,standard-tenant-b,11,12
251.045,premium-tenant-a,7,8
251.045,premium-tenant-b,5,6
251.045,premium-tenant-c,3,3
251.045,standard-tenant-a,8,7
251.075,standard-tenant-b,11,11
252.058,premium-tenant-a,7,8
252.058,premium-tenant-b,6,6
252.058,premium-tenant-c,3,3
252.058,standard-tenant-a,8,9
252.09,standard-tenant-b,12,9
253.067,premium-tenant-a,8,8
253.067,premium-tenant-b,6,7
253.067,premium-tenant-c,3,4
253.067,standard-tenant-a,9,10
253.103,standard-tenant-b,11,11
254.078,premium-tenant-a,7,7
254.078,premium-tenant-b,6,6
254.078,premium-tenant-c,3,2
254.078,standard-tenant-a,9,9
254.113,standard-tenant-b,11,11
255.091,premium-tenant-a,7,6
255.092,premium-tenant-b,6,5
255.092,premium-tenant-c,3,4
255.092,standard-tenant-a,10,9
255.124,standard-tenant-b,11,10
256.102,premium-tenant-a,7,7
256.103,premium-tenant-b,6,7
256.103,premium-tenant-c,3,4
256.103,standard-tenant-a,11,10
256.134,standard-tenant-b,10,9
257.115,premium-tenant-a,7,6
257.115,premium-tenant-b,7,7
257.115,premium-tenant-c,3,3
257.115,standard-tenant-a,11,10
257.148,standard-tenant-b,9,9
258.127,premium-tenant-a,6,6
258.127,premium-tenant-b,7,7
258.127,premium-tenant-c,4,4
258.127,standard-tenant-a,11,11
258.16,standard-tenant-b,9,10
259.137,premium-tenant-a,6,4
259.137,premium-tenant-b,6,6
259.137,premium-tenant-c,4,4
259.137,standard-tenant-a,12,9
259.172,standard-tenant-b,9,9
260.149,premium-tenant-a,5,6
260.149,premium-tenant-b,7,7
260.149,premium-tenant-c,4,4
260.149,standard-tenant-a,11,12
260.183,standard-tenant-b,8,7
261.16,premium-tenant-a,5,6
261.16,premium-tenant-b,7,6
261.16,premium-tenant-c,5,5
261.16,standard-tenant-a,11,11
261.193,standard-tenant-b,7,8
262.17,premium-tenant-a,6,6
262.17,premium-tenant-b,7,7
262.17,premium-tenant-c,5,5
262.17,standard-tenant-a,10,8
262.205,standard-tenant-b,7,8
263.183,premium-tenant-a,6,4
263.183,premium-tenant-b,7,7
263.183,premium-tenant-c,6,6
263.183,standard-tenant-a,11,9
263.214,standard-tenant-b,7,7
264.193,premium-tenant-a,5,6
264.194,premium-tenant-b,7,7
264.194,premium-tenant-c,5,6
264.194,standard-tenant-a,10,10
264.226,standard-tenant-b,6,6
265.206,premium-tenant-a,5,5
265.207,premium-tenant-b,7,8
265.207,premium-tenant-c,6,6
265.207,standard-tenant-a,9,9
265.238,standard-tenant-b,6,6
266.221,premium-tenant-a,5,4
266.221,premium-tenant-b,7,6
266.221,premium-tenant-c,6,6
266.221,standard-tenant-a,9,10
266.251,standard-tenant-b,5,6
267.234,premium-tenant-a,5,3
267.234,premium-tenant-b,7,7
267.234,premium-tenant-c,7,6
267.234,standard-tenant-a,8,8
267.265,standard-tenant-b,5,5
268.247,premium-tenant-a,4,4
268.247,premium-tenant-b,6,7
268.247,premium-tenant-c,6,7
268.247,standard-tenant-a,7,8
268.277,standard-tenant-b,5,5
269.26,premium-tenant-a,4,4
269.26,premium-tenant-b,6,7
269.26,premium-tenant-c,7,7
269.26,standard-tenant-a,7,7
269.286,standard-tenant-b,5,5
270.27,premium-tenant-a,4,3
270.271,premium-tenant-b,6,6
270.271,premium-tenant-c,7,6
270.273,standard-tenant-a,6,6
270.298,standard-tenant-b,4,5
271.284,premium-tenant-a,4,4
271.284,premium-tenant-b,6,6
271.284,premium-tenant-c,7,7
271.284,standard-tenant-a,6,6
271.309,standard-tenant-b,5,6
272.295,premium-tenant-a,4,4
272.295,premium-tenant-b,5,6
272.295,premium-tenant-c,7,8
272.295,standard-tenant-a,5,6
272.32,standard-tenant-b,6,6
273.308,premium-tenant-a,4,5
273.308,premium-tenant-b,5,5
273.308,premium-tenant-c,7,7
273.308,standard-tenant-a,6,6
273.334,standard-tenant-b,6,7
274.32,premium-tenant-a,4,5
274.32,premium-tenant-b,5,5
274.32,premium-tenant-c,7,6
274.32,standard-tenant-a,5,5
274.349,standard-tenant-b,6,6
275.336,premium-tenant-a,5,5
275.336,premium-tenant-b,5,6
275.336,premium-tenant-c,7,6
275.336,standard-tenant-a,5,5
275.361,standard-tenant-b,6,6
276.348,premium-tenant-a,4,5
276.349,premium-tenant-b,5,5
276.349,premium-tenant-c,6,8
276.349,standard-tenant-a,6,5
276.371,standard-tenant-b,7,8
277.36,premium-tenant-a,5,5
277.36,premium-tenant-b,4,5
277.36,premium-tenant-c,6,6
277.36,standard-tenant-a,6,5
277.384,standard-tenant-b,9,9
278.373,premium-tenant-a,6,5
278.373,premium-tenant-b,4,4
278.374,premium-tenant-c,6,6
278.374,standard-tenant-a,5,5
278.4,standard-tenant-b,8,9
279.384,premium-tenant-a,5,5
279.384,premium-tenant-b,5,4
279.384,premium-tenant-c,6,6
279.384,standard-tenant-a,7,6
279.415,standard-tenant-b,10,9
280.395,premium-tenant-a,6,7
280.395,premium-tenant-b,5,6
280.395,premium-tenant-c,6,7
280.395,standard-tenant-a,7,8
280.427,standard-tenant-b,9,9
281.405,premium-tenant-a,6,6
281.405,premium-tenant-b,4,4
281.405,premium-tenant-c,6,5
281.405,standard-tenant-a,8,8
281.438,standard-tenant-b,10,9
282.416,premium-tenant-a,6,7
282.416,premium-tenant-b,4,4
282.416,premium-tenant-c,5,6
282.416,standard-tenant-a,9,9
282.45,standard-tenant-b,10,10
283.428,premium-tenant-a,7,5
283.428,premium-tenant-b,4,3
283.428,premium-tenant-c,4,5
283.428,standard-tenant-a,9,10
283.46,standard-tenant-b,11,11
284.441,premium-tenant-a,7,6
284.441,premium-tenant-b,3,3
284.441,premium-tenant-c,5,5
284.441,standard-tenant-a,10,9
284.475,standard-tenant-b,11,10
285.451,premium-tenant-a,8,7
285.451,premium-tenant-b,3,4
285.451,premium-tenant-c,4,3
285.451,standard-tenant-a,10,8
285.486,standard-tenant-b,11,11
286.461,premium-tenant-a,8,8
286.461,premium-tenant-b,3,3
286.461,premium-tenant-c,4,4
286.461,standard-tenant-a,10,8
286.495,standard-tenant-b,11,10
287.475,premium-tenant-a,7,6
287.475,premium-tenant-b,3,3
287.476,premium-tenant-c,3,4
287.476,standard-tenant-a,11,10
287.504,standard-tenant-b,11,11
288.486,premium-tenant-a,8,7
288.486,premium-tenant-b,3,4
288.486,premium-tenant-c,3,3
288.486,standard-tenant-a,11,11
288.516,standard-tenant-b,11,11
289.497,premium-tenant-a,8,9
289.497,premium-tenant-b,3,4
289.497,premium-tenant-c,4,4
289.497,standard-tenant-a,11,11
289.528,standard-tenant-b,10,9
290.509,premium-tenant-a,8,8
290.509,premium-tenant-b,3,3
290.509,premium-tenant-c,3,3
290.509,standard-tenant-a,10,11
290.541,standard-tenant-b,11,10
291.521,premium-tenant-a,8,8
291.521,premium-tenant-b,4,4
291.521,premium-tenant-c,3,3
291.521,standard-tenant-a,11,11
291.554,standard-tenant-b,10,10
292.532,premium-tenant-a,8,8
292.532,premium-tenant-b,3,2
292.532,premium-tenant-c,3,4
292.532,standard-tenant-a,11,12
292.566,standard-tenant-b,9,9
293.542,premium-tenant-a,7,9
293.542,premium-tenant-b,3,4
293.542,premium-tenant-c,3,3
293.542,standard-tenant-a,10,11
293.577,standard-tenant-b,8,8
294.555,premium-tenant-a,8,8
294.555,premium-tenant-b,4,4
294.555,premium-tenant-c,3,3
294.555,standard-tenant-a,9,10
294.587,standard-tenant-b,8,9
295.565,premium-tenant-a,9,8
295.565,premium-tenant-b,3,4
295.565,premium-tenant-c,3,3
295.565,standard-tenant-a,9,9
295.598,standard-tenant-b,7,9
296.577,premium-tenant-a,8,8
296.577,premium-tenant-b,4,4
296.577,premium-tenant-c,3,4
296.577,standard-tenant-a,9,7
296.61,standard-tenant-b,6,5
297.589,premium-tenant-a,8,8
297.589,premium-tenant-b,4,4
297.589,premium-tenant-c,3,4
297.589,standard-tenant-a,7,6
297.621,standard-tenant-b,6,6
298.605,premium-tenant-a,8,8
298.605,premium-tenant-b,4,4
298.605,premium-tenant-c,3,5
298.605,standard-tenant-a,7,7
298.631,standard-tenant-b,6,6
299.617,premium-tenant-a,7,7
299.617,premium-tenant-b,4,4
299.617,premium-tenant-c,4,4
299.617,standard-tenant-a,7,6
299.642,standard-tenant-b,6,6
