elapsed_s,inference_extension_flow_control_queue_bytes|premium-tenant-a,inference_extension_flow_control_queue_bytes|premium-tenant-b,inference_extension_flow_control_queue_bytes|standard-tenant-a,inference_extension_flow_control_queue_bytes|sweep-standard,inference_extension_flow_control_queue_bytes|warmup-standard,inference_extension_flow_control_queue_size|premium-tenant-a,inference_extension_flow_control_queue_size|premium-tenant-b,inference_extension_flow_control_queue_size|standard-tenant-a,inference_extension_flow_control_queue_size|sweep-standard,inference_extension_flow_control_queue_size|warmup-standard,run_id,scenario,vllm:num_requests_running,vllm:num_requests_waiting
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,0.0,0.0
1.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,2.0,0.0
2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,11.0,0.0
3.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,11.0,0.0
4.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,9.0,0.0
5.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,13.0,0.0
6.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,12.0,0.0
7.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,13.0,0.0
8.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,12.0,0.0
9.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,13.0,0.0
10.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,15.0,0.0
11.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,14.0,0.0
12.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,12.0,0.0
13.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,14.0,0.0
14.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,15.0,0.0
15.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,15.0,0.0
16.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,16.0,0.0
17.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,15.0,0.0
18.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,16.0,0.0
19.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,16.0,0.0
20.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,16.0,0.0
21.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,13.0,0.0
22.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,13.0,0.0
23.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,15.0,0.0
24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,14.0,0.0
25.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,14.0,0.0
26.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,13.0,0.0
27.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,15.0,0.0
28.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,15.0,0.0
29.903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-consolidation_three_phase-r02,consolidation_three_phase,12.0,0.0
