run_id,repeat,scenario,tenant,priority,objective,duration_s,trim_s,total,n_steady_ttft,low_n_use_p90,http_200,http_429,http_503,timeouts,errors,throughput_rps,ttft_p50_s,ttft_p90_s,ttft_p95_s,ttft_p99_s,latency_p50_s,latency_p90_s,latency_p95_s,latency_p99_s
01-test3_fairness_saturated_clean-r01,1,test3_fairness_saturated_clean,premium-tenant-a,100,gpt-oss-fcd-premium,120,20.0,3524,3312,False,3524,0,0,0,0,29.366666666666667,0.33812325983308256,0.8029361690860242,0.9257954221684486,1.155434194020927,2.757597562856972,3.336790276924148,3.479730710852891,3.7226328200194985
01-test3_fairness_saturated_clean-r01,1,test3_fairness_saturated_clean,premium-tenant-b,100,gpt-oss-fcd-premium,120,20.0,742,550,False,742,0,0,0,0,6.183333333333334,0.21937188901938498,0.617718581808731,0.8291117770131677,1.0438579157926142,2.530090671032667,3.1759503020439297,3.3517158369068056,3.6227521339897066
01-test3_fairness_saturated_clean-r01,1,test3_fairness_saturated_clean,premium-tenant-c,100,gpt-oss-fcd-premium,120,20.0,743,568,False,743,0,0,0,0,6.191666666666666,0.25285530695691705,0.5639736100565642,0.7338267259765416,0.9988523570355028,2.527783992001787,3.12230141996406,3.261171624995768,3.5182496099732816
02-test3_fairness_saturated_clean-r02,2,test3_fairness_saturated_clean,premium-tenant-a,100,gpt-oss-fcd-premium,120,20.0,3557,3345,False,3557,0,0,0,0,29.641666666666666,0.3042727978900075,0.7799142319709063,0.901467622956261,1.241854130057618,2.716615302953869,3.2388256310950965,3.372613383922726,3.72189512103796
02-test3_fairness_saturated_clean-r02,2,test3_fairness_saturated_clean,premium-tenant-b,100,gpt-oss-fcd-premium,120,20.0,743,552,False,743,0,0,0,0,6.191666666666666,0.2113466199953109,0.6149875179398805,0.7415199980605394,0.9696873070206493,2.5169387210626155,3.0727507721167058,3.200907203834504,3.563297495013103
02-test3_fairness_saturated_clean-r02,2,test3_fairness_saturated_clean,premium-tenant-c,100,gpt-oss-fcd-premium,120,20.0,743,568,False,743,0,0,0,0,6.191666666666666,0.24613841203972697,0.645964341936633,0.7786251900251955,1.0311099169775844,2.522219086997211,3.102784790098667,3.2764548861887306,3.5353694481309503
03-test3_fairness_saturated_clean-r03,3,test3_fairness_saturated_clean,premium-tenant-a,100,gpt-oss-fcd-premium,120,20.0,3494,3283,False,3494,0,0,0,0,29.116666666666667,0.32106190104968846,0.779463117942214,0.9050957150757313,1.1779372559394687,2.7740249761845917,3.338215970201418,3.461056164931506,3.72761667217128
03-test3_fairness_saturated_clean-r03,3,test3_fairness_saturated_clean,premium-tenant-b,100,gpt-oss-fcd-premium,120,20.0,734,542,False,734,0,0,0,0,6.116666666666666,0.2140296280849725,0.562653390923515,0.7075067930854857,1.1243000400718302,2.584075388032943,3.126114604063332,3.2388526601716876,3.6918133520521224
03-test3_fairness_saturated_clean-r03,3,test3_fairness_saturated_clean,premium-tenant-c,100,gpt-oss-fcd-premium,120,20.0,735,560,False,735,0,0,0,0,6.125,0.23885085294023156,0.6067928348202258,0.7993887818884104,1.0686820019036531,2.554358043940738,3.17106074700132,3.3732396301347762,3.5881756849121302
