elapsed_s,tenant,target_concurrency,actual_inflight
277.666,premium-tenant-a,28,28
277.674,premium-tenant-b,29,29
277.718,premium-tenant-c,22,24
278.678,premium-tenant-a,26,26
278.686,premium-tenant-b,26,30
278.728,premium-tenant-c,22,23
279.688,premium-tenant-a,30,29
279.7,premium-tenant-b,28,28
279.738,premium-tenant-c,24,21
280.702,premium-tenant-a,27,28
280.711,premium-tenant-b,26,24
280.753,premium-tenant-c,22,19
281.716,premium-tenant-a,27,18
281.722,premium-tenant-b,28,28
281.767,premium-tenant-c,21,22
282.73,premium-tenant-a,28,28
282.733,premium-tenant-b,26,26
282.781,premium-tenant-c,23,19
283.743,premium-tenant-a,30,28
283.743,premium-tenant-b,27,26
283.794,premium-tenant-c,20,22
284.755,premium-tenant-a,27,28
284.759,premium-tenant-b,24,26
284.806,premium-tenant-c,22,18
285.77,premium-tenant-a,27,29
285.774,premium-tenant-b,21,26
285.82,premium-tenant-c,23,25
286.782,premium-tenant-a,27,28
286.785,premium-tenant-b,24,25
286.833,premium-tenant-c,21,24
287.794,premium-tenant-a,25,29
287.795,premium-tenant-b,22,23
287.845,premium-tenant-c,20,21
288.806,premium-tenant-a,27,28
288.806,premium-tenant-b,23,25
288.857,premium-tenant-c,22,22
289.819,premium-tenant-a,26,26
289.819,premium-tenant-b,22,25
289.869,premium-tenant-c,18,22
290.829,premium-tenant-a,27,29
290.829,premium-tenant-b,24,24
290.879,premium-tenant-c,21,22
291.841,premium-tenant-a,24,24
291.841,premium-tenant-b,20,22
291.89,premium-tenant-c,19,21
292.851,premium-tenant-a,22,23
292.851,premium-tenant-b,22,22
292.902,premium-tenant-c,18,23
293.864,premium-tenant-a,21,24
293.864,premium-tenant-b,21,22
293.914,premium-tenant-c,23,23
294.873,premium-tenant-a,23,23
294.873,premium-tenant-b,21,23
294.923,premium-tenant-c,20,22
295.888,premium-tenant-a,23,23
295.889,premium-tenant-b,20,20
295.939,premium-tenant-c,22,21
296.9,premium-tenant-a,23,22
296.9,premium-tenant-b,22,21
296.951,premium-tenant-c,22,18
297.917,premium-tenant-a,20,22
297.917,premium-tenant-b,21,19
297.965,premium-tenant-c,22,19
298.928,premium-tenant-a,23,22
298.928,premium-tenant-b,19,17
298.973,premium-tenant-c,22,22
299.939,premium-tenant-a,21,22
299.939,premium-tenant-b,21,20
299.983,premium-tenant-c,23,23
